Date,Price
1833-04-12,18.93
1833-04-13,18.93
1833-04-14,18.93
1833-04-15,18.93
1833-04-16,18.93
1833-04-17,18.93
1833-04-18,18.93
1833-04-19,18.93
1833-04-20,18.93
1833-04-21,18.93
1833-04-22,18.93
1833-04-23,18.93
1833-04-24,18.93
1833-04-25,18.93
1833-04-26,18.93
1833-04-27,18.93
1833-04-28,18.93
1833-04-29,18.93
1833-04-30,18.93
1833-05-01,18.93
1833-05-02,18.93
1833-05-03,18.93
1833-05-04,18.93
1833-05-05,18.93
1833-05-06,18.93
1833-05-07,18.93
1833-05-08,18.93
1833-05-09,18.93
1833-05-10,18.93
1833-05-11,18.93
1833-05-12,18.93
1833-05-13,18.93
1833-05-14,18.93
1833-05-15,18.93
1833-05-16,18.93
1833-05-17,18.93
1833-05-18,18.93
1833-05-19,18.93
1833-05-20,18.93
1833-05-21,18.93
1833-05-22,18.93
1833-05-23,18.93
1833-05-24,18.93
1833-05-25,18.93
1833-05-26,18.93
1833-05-27,18.93
1833-05-28,18.93
1833-05-29,18.93
1833-05-30,18.93
1833-05-31,18.93
1833-06-01,18.93
1833-06-02,18.93
1833-06-03,18.93
1833-06-04,18.93
1833-06-05,18.93
1833-06-06,18.93
1833-06-07,18.93
1833-06-08,18.93
1833-06-09,18.93
1833-06-10,18.93
1833-06-11,18.93
1833-06-12,18.93
1833-06-13,18.93
1833-06-14,18.93
1833-06-15,18.93
1833-06-16,18.93
1833-06-17,18.93
1833-06-18,18.93
1833-06-19,18.93
1833-06-20,18.93
1833-06-21,18.93
1833-06-22,18.93
1833-06-23,18.93
1833-06-24,18.93
1833-06-25,18.93
1833-06-26,18.93
1833-06-27,18.93
1833-06-28,18.93
1833-06-29,18.93
1833-06-30,18.93
1833-07-01,18.93
1833-07-02,18.93
1833-07-03,18.93
1833-07-04,18.93
1833-07-05,18.93
1833-07-06,18.93
1833-07-07,18.93
1833-07-08,18.93
1833-07-09,18.93
1833-07-10,18.93
1833-07-11,18.93
1833-07-12,18.93
1833-07-13,18.93
1833-07-14,18.93
1833-07-15,18.93
1833-07-16,18.93
1833-07-17,18.93
1833-07-18,18.93
1833-07-19,18.93
1833-07-20,18.93
1833-07-21,18.93
1833-07-22,18.93
1833-07-23,18.93
1833-07-24,18.93
1833-07-25,18.93
1833-07-26,18.93
1833-07-27,18.93
1833-07-28,18.93
1833-07-29,18.93
1833-07-30,18.93
1833-07-31,18.93
1833-08-01,18.93
1833-08-02,18.93
1833-08-03,18.93
1833-08-04,18.93
1833-08-05,18.93
1833-08-06,18.93
1833-08-07,18.93
1833-08-08,18.93
1833-08-09,18.93
1833-08-10,18.93
1833-08-11,18.93
1833-08-12,18.93
1833-08-13,18.93
1833-08-14,18.93
1833-08-15,18.93
1833-08-16,18.93
1833-08-17,18.93
1833-08-18,18.93
1833-08-19,18.93
1833-08-20,18.93
1833-08-21,18.93
1833-08-22,18.93
1833-08-23,18.93
1833-08-24,18.93
1833-08-25,18.93
1833-08-26,18.93
1833-08-27,18.93
1833-08-28,18.93
1833-08-29,18.93
1833-08-30,18.93
1833-08-31,18.93
1833-09-01,18.93
1833-09-02,18.93
1833-09-03,18.93
1833-09-04,18.93
1833-09-05,18.93
1833-09-06,18.93
1833-09-07,18.93
1833-09-08,18.93
1833-09-09,18.93
1833-09-10,18.93
1833-09-11,18.93
1833-09-12,18.93
1833-09-13,18.93
1833-09-14,18.93
1833-09-15,18.93
1833-09-16,18.93
1833-09-17,18.93
1833-09-18,18.93
1833-09-19,18.93
1833-09-20,18.93
1833-09-21,18.93
1833-09-22,18.93
1833-09-23,18.93
1833-09-24,18.93
1833-09-25,18.93
1833-09-26,18.93
1833-09-27,18.93
1833-09-28,18.93
1833-09-29,18.93
1833-09-30,18.93
1833-10-01,18.93
1833-10-02,18.93
1833-10-03,18.93
1833-10-04,18.93
1833-10-05,18.93
1833-10-06,18.93
1833-10-07,18.93
1833-10-08,18.93
1833-10-09,18.93
1833-10-10,18.93
1833-10-11,18.93
1833-10-12,18.93
1833-10-13,18.93
1833-10-14,18.93
1833-10-15,18.93
1833-10-16,18.93
1833-10-17,18.93
1833-10-18,18.93
1833-10-19,18.93
1833-10-20,18.93
1833-10-21,18.93
1833-10-22,18.93
1833-10-23,18.93
1833-10-24,18.93
1833-10-25,18.93
1833-10-26,18.93
1833-10-27,18.93
1833-10-28,18.93
1833-10-29,18.93
1833-10-30,18.93
1833-10-31,18.93
1833-11-01,18.93
1833-11-02,18.93
1833-11-03,18.93
1833-11-04,18.93
1833-11-05,18.93
1833-11-06,18.93
1833-11-07,18.93
1833-11-08,18.93
1833-11-09,18.93
1833-11-10,18.93
1833-11-11,18.93
1833-11-12,18.93
1833-11-13,18.93
1833-11-14,18.93
1833-11-15,18.93
1833-11-16,18.93
1833-11-17,18.93
1833-11-18,18.93
1833-11-19,18.93
1833-11-20,18.93
1833-11-21,18.93
1833-11-22,18.93
1833-11-23,18.93
1833-11-24,18.93
1833-11-25,18.93
1833-11-26,18.93
1833-11-27,18.93
1833-11-28,18.93
1833-11-29,18.93
1833-11-30,18.93
1833-12-01,18.93
1833-12-02,18.93
1833-12-03,18.93
1833-12-04,18.93
1833-12-05,18.93
1833-12-06,18.93
1833-12-07,18.93
1833-12-08,18.93
1833-12-09,18.93
1833-12-10,18.93
1833-12-11,18.93
1833-12-12,18.93
1833-12-13,18.93
1833-12-14,18.93
1833-12-15,18.93
1833-12-16,18.93
1833-12-17,18.93
1833-12-18,18.93
1833-12-19,18.93
1833-12-20,18.93
1833-12-21,18.93
1833-12-22,18.93
1833-12-23,18.93
1833-12-24,18.93
1833-12-25,18.93
1833-12-26,18.93
1833-12-27,18.93
1833-12-28,18.93
1833-12-29,18.93
1833-12-30,18.93
1833-12-31,18.93
1834-01-01,18.93
1834-01-02,18.93
1834-01-03,18.93
1834-01-04,18.93
1834-01-05,18.93
1834-01-06,18.93
1834-01-07,18.93
1834-01-08,18.93
1834-01-09,18.93
1834-01-10,18.93
1834-01-11,18.93
1834-01-12,18.93
1834-01-13,18.93
1834-01-14,18.93
1834-01-15,18.93
1834-01-16,18.93
1834-01-17,18.93
1834-01-18,18.93
1834-01-19,18.93
1834-01-20,18.93
1834-01-21,18.93
1834-01-22,18.93
1834-01-23,18.93
1834-01-24,18.93
1834-01-25,18.93
1834-01-26,18.93
1834-01-27,18.93
1834-01-28,18.93
1834-01-29,18.93
1834-01-30,18.93
1834-01-31,18.93
1834-02-01,18.93
1834-02-02,18.93
1834-02-03,18.93
1834-02-04,18.93
1834-02-05,18.93
1834-02-06,18.93
1834-02-07,18.93
1834-02-08,18.93
1834-02-09,18.93
1834-02-10,18.93
1834-02-11,18.93
1834-02-12,18.93
1834-02-13,18.93
1834-02-14,18.93
1834-02-15,18.93
1834-02-16,18.93
1834-02-17,18.93
1834-02-18,18.93
1834-02-19,18.93
1834-02-20,18.93
1834-02-21,18.93
1834-02-22,18.93
1834-02-23,18.93
1834-02-24,18.93
1834-02-25,18.93
1834-02-26,18.93
1834-02-27,18.93
1834-02-28,18.93
1834-03-01,18.93
1834-03-02,18.93
1834-03-03,18.93
1834-03-04,18.93
1834-03-05,18.93
1834-03-06,18.93
1834-03-07,18.93
1834-03-08,18.93
1834-03-09,18.93
1834-03-10,18.93
1834-03-11,18.93
1834-03-12,18.93
1834-03-13,18.93
1834-03-14,18.93
1834-03-15,18.93
1834-03-16,18.93
1834-03-17,18.93
1834-03-18,18.93
1834-03-19,18.93
1834-03-20,18.93
1834-03-21,18.93
1834-03-22,18.93
1834-03-23,18.93
1834-03-24,18.93
1834-03-25,18.93
1834-03-26,18.93
1834-03-27,18.93
1834-03-28,18.93
1834-03-29,18.93
1834-03-30,18.93
1834-03-31,18.93
1834-04-01,18.93
1834-04-02,18.93
1834-04-03,18.93
1834-04-04,18.93
1834-04-05,18.93
1834-04-06,18.93
1834-04-07,18.93
1834-04-08,18.93
1834-04-09,18.93
1834-04-10,18.93
1834-04-11,18.93
1834-04-12,18.93
1834-04-13,18.93
1834-04-14,18.93
1834-04-15,18.93
1834-04-16,18.93
1834-04-17,18.93
1834-04-18,18.93
1834-04-19,18.93
1834-04-20,18.93
1834-04-21,18.93
1834-04-22,18.93
1834-04-23,18.93
1834-04-24,18.93
1834-04-25,18.93
1834-04-26,18.93
1834-04-27,18.93
1834-04-28,18.93
1834-04-29,18.93
1834-04-30,18.93
1834-05-01,18.93
1834-05-02,18.93
1834-05-03,18.93
1834-05-04,18.93
1834-05-05,18.93
1834-05-06,18.93
1834-05-07,18.93
1834-05-08,18.93
1834-05-09,18.93
1834-05-10,18.93
1834-05-11,18.93
1834-05-12,18.93
1834-05-13,18.93
1834-05-14,18.93
1834-05-15,18.93
1834-05-16,18.93
1834-05-17,18.93
1834-05-18,18.93
1834-05-19,18.93
1834-05-20,18.93
1834-05-21,18.93
1834-05-22,18.93
1834-05-23,18.93
1834-05-24,18.93
1834-05-25,18.93
1834-05-26,18.93
1834-05-27,18.93
1834-05-28,18.93
1834-05-29,18.93
1834-05-30,18.93
1834-05-31,18.93
1834-06-01,18.93
1834-06-02,18.93
1834-06-03,18.93
1834-06-04,18.93
1834-06-05,18.93
1834-06-06,18.93
1834-06-07,18.93
1834-06-08,18.93
1834-06-09,18.93
1834-06-10,18.93
1834-06-11,18.93
1834-06-12,18.93
1834-06-13,18.93
1834-06-14,18.93
1834-06-15,18.93
1834-06-16,18.93
1834-06-17,18.93
1834-06-18,18.93
1834-06-19,18.93
1834-06-20,18.93
1834-06-21,18.93
1834-06-22,18.93
1834-06-23,18.93
1834-06-24,18.93
1834-06-25,18.93
1834-06-26,18.93
1834-06-27,18.93
1834-06-28,18.93
1834-06-29,18.93
1834-06-30,18.93
1834-07-01,18.93
1834-07-02,18.93
1834-07-03,18.93
1834-07-04,18.93
1834-07-05,18.93
1834-07-06,18.93
1834-07-07,18.93
1834-07-08,18.93
1834-07-09,18.93
1834-07-10,18.93
1834-07-11,18.93
1834-07-12,18.93
1834-07-13,18.93
1834-07-14,18.93
1834-07-15,18.93
1834-07-16,18.93
1834-07-17,18.93
1834-07-18,18.93
1834-07-19,18.93
1834-07-20,18.93
1834-07-21,18.93
1834-07-22,18.93
1834-07-23,18.93
1834-07-24,18.93
1834-07-25,18.93
1834-07-26,18.93
1834-07-27,18.93
1834-07-28,18.93
1834-07-29,18.93
1834-07-30,18.93
1834-07-31,18.93
1834-08-01,18.93
1834-08-02,18.93
1834-08-03,18.93
1834-08-04,18.93
1834-08-05,18.93
1834-08-06,18.93
1834-08-07,18.93
1834-08-08,18.93
1834-08-09,18.93
1834-08-10,18.93
1834-08-11,18.93
1834-08-12,18.93
1834-08-13,18.93
1834-08-14,18.93
1834-08-15,18.93
1834-08-16,18.93
1834-08-17,18.93
1834-08-18,18.93
1834-08-19,18.93
1834-08-20,18.93
1834-08-21,18.93
1834-08-22,18.93
1834-08-23,18.93
1834-08-24,18.93
1834-08-25,18.93
1834-08-26,18.93
1834-08-27,18.93
1834-08-28,18.93
1834-08-29,18.93
1834-08-30,18.93
1834-08-31,18.93
1834-09-01,18.93
1834-09-02,18.93
1834-09-03,18.93
1834-09-04,18.93
1834-09-05,18.93
1834-09-06,18.93
1834-09-07,18.93
1834-09-08,18.93
1834-09-09,18.93
1834-09-10,18.93
1834-09-11,18.93
1834-09-12,18.93
1834-09-13,18.93
1834-09-14,18.93
1834-09-15,18.93
1834-09-16,18.93
1834-09-17,18.93
1834-09-18,18.93
1834-09-19,18.93
1834-09-20,18.93
1834-09-21,18.93
1834-09-22,18.93
1834-09-23,18.93
1834-09-24,18.93
1834-09-25,18.93
1834-09-26,18.93
1834-09-27,18.93
1834-09-28,18.93
1834-09-29,18.93
1834-09-30,18.93
1834-10-01,18.93
1834-10-02,18.93
1834-10-03,18.93
1834-10-04,18.93
1834-10-05,18.93
1834-10-06,18.93
1834-10-07,18.93
1834-10-08,18.93
1834-10-09,18.93
1834-10-10,18.93
1834-10-11,18.93
1834-10-12,18.93
1834-10-13,18.93
1834-10-14,18.93
1834-10-15,18.93
1834-10-16,18.93
1834-10-17,18.93
1834-10-18,18.93
1834-10-19,18.93
1834-10-20,18.93
1834-10-21,18.93
1834-10-22,18.93
1834-10-23,18.93
1834-10-24,18.93
1834-10-25,18.93
1834-10-26,18.93
1834-10-27,18.93
1834-10-28,18.93
1834-10-29,18.93
1834-10-30,18.93
1834-10-31,18.93
1834-11-01,18.93
1834-11-02,18.93
1834-11-03,18.93
1834-11-04,18.93
1834-11-05,18.93
1834-11-06,18.93
1834-11-07,18.93
1834-11-08,18.93
1834-11-09,18.93
1834-11-10,18.93
1834-11-11,18.93
1834-11-12,18.93
1834-11-13,18.93
1834-11-14,18.93
1834-11-15,18.93
1834-11-16,18.93
1834-11-17,18.93
1834-11-18,18.93
1834-11-19,18.93
1834-11-20,18.93
1834-11-21,18.93
1834-11-22,18.93
1834-11-23,18.93
1834-11-24,18.93
1834-11-25,18.93
1834-11-26,18.93
1834-11-27,18.93
1834-11-28,18.93
1834-11-29,18.93
1834-11-30,18.93
1834-12-01,18.93
1834-12-02,18.93
1834-12-03,18.93
1834-12-04,18.93
1834-12-05,18.93
1834-12-06,18.93
1834-12-07,18.93
1834-12-08,18.93
1834-12-09,18.93
1834-12-10,18.93
1834-12-11,18.93
1834-12-12,18.93
1834-12-13,18.93
1834-12-14,18.93
1834-12-15,18.93
1834-12-16,18.93
1834-12-17,18.93
1834-12-18,18.93
1834-12-19,18.93
1834-12-20,18.93
1834-12-21,18.93
1834-12-22,18.93
1834-12-23,18.93
1834-12-24,18.93
1834-12-25,18.93
1834-12-26,18.93
1834-12-27,18.93
1834-12-28,18.93
1834-12-29,18.93
1834-12-30,18.93
1834-12-31,18.93
1835-01-01,18.93
1835-01-02,18.93
1835-01-03,18.93
1835-01-04,18.93
1835-01-05,18.93
1835-01-06,18.93
1835-01-07,18.93
1835-01-08,18.93
1835-01-09,18.93
1835-01-10,18.93
1835-01-11,18.93
1835-01-12,18.93
1835-01-13,18.93
1835-01-14,18.93
1835-01-15,18.93
1835-01-16,18.93
1835-01-17,18.93
1835-01-18,18.93
1835-01-19,18.93
1835-01-20,18.93
1835-01-21,18.93
1835-01-22,18.93
1835-01-23,18.93
1835-01-24,18.93
1835-01-25,18.93
1835-01-26,18.93
1835-01-27,18.93
1835-01-28,18.93
1835-01-29,18.93
1835-01-30,18.93
1835-01-31,18.93
1835-02-01,18.93
1835-02-02,18.93
1835-02-03,18.93
1835-02-04,18.93
1835-02-05,18.93
1835-02-06,18.93
1835-02-07,18.93
1835-02-08,18.93
1835-02-09,18.93
1835-02-10,18.93
1835-02-11,18.93
1835-02-12,18.93
1835-02-13,18.93
1835-02-14,18.93
1835-02-15,18.93
1835-02-16,18.93
1835-02-17,18.93
1835-02-18,18.93
1835-02-19,18.93
1835-02-20,18.93
1835-02-21,18.93
1835-02-22,18.93
1835-02-23,18.93
1835-02-24,18.93
1835-02-25,18.93
1835-02-26,18.93
1835-02-27,18.93
1835-02-28,18.93
1835-03-01,18.93
1835-03-02,18.93
1835-03-03,18.93
1835-03-04,18.93
1835-03-05,18.93
1835-03-06,18.93
1835-03-07,18.93
1835-03-08,18.93
1835-03-09,18.93
1835-03-10,18.93
1835-03-11,18.93
1835-03-12,18.93
1835-03-13,18.93
1835-03-14,18.93
1835-03-15,18.93
1835-03-16,18.93
1835-03-17,18.93
1835-03-18,18.93
1835-03-19,18.93
1835-03-20,18.93
1835-03-21,18.93
1835-03-22,18.93
1835-03-23,18.93
1835-03-24,18.93
1835-03-25,18.93
1835-03-26,18.93
1835-03-27,18.93
1835-03-28,18.93
1835-03-29,18.93
1835-03-30,18.93
1835-03-31,18.93
1835-04-01,18.93
1835-04-02,18.93
1835-04-03,18.93
1835-04-04,18.93
1835-04-05,18.93
1835-04-06,18.93
1835-04-07,18.93
1835-04-08,18.93
1835-04-09,18.93
1835-04-10,18.93
1835-04-11,18.93
1835-04-12,18.93
1835-04-13,18.93
1835-04-14,18.93
1835-04-15,18.93
1835-04-16,18.93
1835-04-17,18.93
1835-04-18,18.93
1835-04-19,18.93
1835-04-20,18.93
1835-04-21,18.93
1835-04-22,18.93
1835-04-23,18.93
1835-04-24,18.93
1835-04-25,18.93
1835-04-26,18.93
1835-04-27,18.93
1835-04-28,18.93
1835-04-29,18.93
1835-04-30,18.93
1835-05-01,18.93
1835-05-02,18.93
1835-05-03,18.93
1835-05-04,18.93
1835-05-05,18.93
1835-05-06,18.93
1835-05-07,18.93
1835-05-08,18.93
1835-05-09,18.93
1835-05-10,18.93
1835-05-11,18.93
1835-05-12,18.93
1835-05-13,18.93
1835-05-14,18.93
1835-05-15,18.93
1835-05-16,18.93
1835-05-17,18.93
1835-05-18,18.93
1835-05-19,18.93
1835-05-20,18.93
1835-05-21,18.93
1835-05-22,18.93
1835-05-23,18.93
1835-05-24,18.93
1835-05-25,18.93
1835-05-26,18.93
1835-05-27,18.93
1835-05-28,18.93
1835-05-29,18.93
1835-05-30,18.93
1835-05-31,18.93
1835-06-01,18.93
1835-06-02,18.93
1835-06-03,18.93
1835-06-04,18.93
1835-06-05,18.93
1835-06-06,18.93
1835-06-07,18.93
1835-06-08,18.93
1835-06-09,18.93
1835-06-10,18.93
1835-06-11,18.93
1835-06-12,18.93
1835-06-13,18.93
1835-06-14,18.93
1835-06-15,18.93
1835-06-16,18.93
1835-06-17,18.93
1835-06-18,18.93
1835-06-19,18.93
1835-06-20,18.93
1835-06-21,18.93
1835-06-22,18.93
1835-06-23,18.93
1835-06-24,18.93
1835-06-25,18.93
1835-06-26,18.93
1835-06-27,18.93
1835-06-28,18.93
1835-06-29,18.93
1835-06-30,18.93
1835-07-01,18.93
1835-07-02,18.93
1835-07-03,18.93
1835-07-04,18.93
1835-07-05,18.93
1835-07-06,18.93
1835-07-07,18.93
1835-07-08,18.93
1835-07-09,18.93
1835-07-10,18.93
1835-07-11,18.93
1835-07-12,18.93
1835-07-13,18.93
1835-07-14,18.93
1835-07-15,18.93
1835-07-16,18.93
1835-07-17,18.93
1835-07-18,18.93
1835-07-19,18.93
1835-07-20,18.93
1835-07-21,18.93
1835-07-22,18.93
1835-07-23,18.93
1835-07-24,18.93
1835-07-25,18.93
1835-07-26,18.93
1835-07-27,18.93
1835-07-28,18.93
1835-07-29,18.93
1835-07-30,18.93
1835-07-31,18.93
1835-08-01,18.93
1835-08-02,18.93
1835-08-03,18.93
1835-08-04,18.93
1835-08-05,18.93
1835-08-06,18.93
1835-08-07,18.93
1835-08-08,18.93
1835-08-09,18.93
1835-08-10,18.93
1835-08-11,18.93
1835-08-12,18.93
1835-08-13,18.93
1835-08-14,18.93
1835-08-15,18.93
1835-08-16,18.93
1835-08-17,18.93
1835-08-18,18.93
1835-08-19,18.93
1835-08-20,18.93
1835-08-21,18.93
1835-08-22,18.93
1835-08-23,18.93
1835-08-24,18.93
1835-08-25,18.93
1835-08-26,18.93
1835-08-27,18.93
1835-08-28,18.93
1835-08-29,18.93
1835-08-30,18.93
1835-08-31,18.93
1835-09-01,18.93
1835-09-02,18.93
1835-09-03,18.93
1835-09-04,18.93
1835-09-05,18.93
1835-09-06,18.93
1835-09-07,18.93
1835-09-08,18.93
1835-09-09,18.93
1835-09-10,18.93
1835-09-11,18.93
1835-09-12,18.93
1835-09-13,18.93
1835-09-14,18.93
1835-09-15,18.93
1835-09-16,18.93
1835-09-17,18.93
1835-09-18,18.93
1835-09-19,18.93
1835-09-20,18.93
1835-09-21,18.93
1835-09-22,18.93
1835-09-23,18.93
1835-09-24,18.93
1835-09-25,18.93
1835-09-26,18.93
1835-09-27,18.93
1835-09-28,18.93
1835-09-29,18.93
1835-09-30,18.93
1835-10-01,18.93
1835-10-02,18.93
1835-10-03,18.93
1835-10-04,18.93
1835-10-05,18.93
1835-10-06,18.93
1835-10-07,18.93
1835-10-08,18.93
1835-10-09,18.93
1835-10-10,18.93
1835-10-11,18.93
1835-10-12,18.93
1835-10-13,18.93
1835-10-14,18.93
1835-10-15,18.93
1835-10-16,18.93
1835-10-17,18.93
1835-10-18,18.93
1835-10-19,18.93
1835-10-20,18.93
1835-10-21,18.93
1835-10-22,18.93
1835-10-23,18.93
1835-10-24,18.93
1835-10-25,18.93
1835-10-26,18.93
1835-10-27,18.93
1835-10-28,18.93
1835-10-29,18.93
1835-10-30,18.93
1835-10-31,18.93
1835-11-01,18.93
1835-11-02,18.93
1835-11-03,18.93
1835-11-04,18.93
1835-11-05,18.93
1835-11-06,18.93
1835-11-07,18.93
1835-11-08,18.93
1835-11-09,18.93
1835-11-10,18.93
1835-11-11,18.93
1835-11-12,18.93
1835-11-13,18.93
1835-11-14,18.93
1835-11-15,18.93
1835-11-16,18.93
1835-11-17,18.93
1835-11-18,18.93
1835-11-19,18.93
1835-11-20,18.93
1835-11-21,18.93
1835-11-22,18.93
1835-11-23,18.93
1835-11-24,18.93
1835-11-25,18.93
1835-11-26,18.93
1835-11-27,18.93
1835-11-28,18.93
1835-11-29,18.93
1835-11-30,18.93
1835-12-01,18.93
1835-12-02,18.93
1835-12-03,18.93
1835-12-04,18.93
1835-12-05,18.93
1835-12-06,18.93
1835-12-07,18.93
1835-12-08,18.93
1835-12-09,18.93
1835-12-10,18.93
1835-12-11,18.93
1835-12-12,18.93
1835-12-13,18.93
1835-12-14,18.93
1835-12-15,18.93
1835-12-16,18.93
1835-12-17,18.93
1835-12-18,18.93
1835-12-19,18.93
1835-12-20,18.93
1835-12-21,18.93
1835-12-22,18.93
1835-12-23,18.93
1835-12-24,18.93
1835-12-25,18.93
1835-12-26,18.93
1835-12-27,18.93
1835-12-28,18.93
1835-12-29,18.93
1835-12-30,18.93
1835-12-31,18.93
1836-01-01,18.93
1836-01-02,18.93
1836-01-03,18.93
1836-01-04,18.93
1836-01-05,18.93
1836-01-06,18.93
1836-01-07,18.93
1836-01-08,18.93
1836-01-09,18.93
1836-01-10,18.93
1836-01-11,18.93
1836-01-12,18.93
1836-01-13,18.93
1836-01-14,18.93
1836-01-15,18.93
1836-01-16,18.93
1836-01-17,18.93
1836-01-18,18.93
1836-01-19,18.93
1836-01-20,18.93
1836-01-21,18.93
1836-01-22,18.93
1836-01-23,18.93
1836-01-24,18.93
1836-01-25,18.93
1836-01-26,18.93
1836-01-27,18.93
1836-01-28,18.93
1836-01-29,18.93
1836-01-30,18.93
1836-01-31,18.93
1836-02-01,18.93
1836-02-02,18.93
1836-02-03,18.93
1836-02-04,18.93
1836-02-05,18.93
1836-02-06,18.93
1836-02-07,18.93
1836-02-08,18.93
1836-02-09,18.93
1836-02-10,18.93
1836-02-11,18.93
1836-02-12,18.93
1836-02-13,18.93
1836-02-14,18.93
1836-02-15,18.93
1836-02-16,18.93
1836-02-17,18.93
1836-02-18,18.93
1836-02-19,18.93
1836-02-20,18.93
1836-02-21,18.93
1836-02-22,18.93
1836-02-23,18.93
1836-02-24,18.93
1836-02-25,18.93
1836-02-26,18.93
1836-02-27,18.93
1836-02-28,18.93
1836-02-29,18.93
1836-03-01,18.93
1836-03-02,18.93
1836-03-03,18.93
1836-03-04,18.93
1836-03-05,18.93
1836-03-06,18.93
1836-03-07,18.93
1836-03-08,18.93
1836-03-09,18.93
1836-03-10,18.93
1836-03-11,18.93
1836-03-12,18.93
1836-03-13,18.93
1836-03-14,18.93
1836-03-15,18.93
1836-03-16,18.93
1836-03-17,18.93
1836-03-18,18.93
1836-03-19,18.93
1836-03-20,18.93
1836-03-21,18.93
1836-03-22,18.93
1836-03-23,18.93
1836-03-24,18.93
1836-03-25,18.93
1836-03-26,18.93
1836-03-27,18.93
1836-03-28,18.93
1836-03-29,18.93
1836-03-30,18.93
1836-03-31,18.93
1836-04-01,18.93
1836-04-02,18.93
1836-04-03,18.93
1836-04-04,18.93
1836-04-05,18.93
1836-04-06,18.93
1836-04-07,18.93
1836-04-08,18.93
1836-04-09,18.93
1836-04-10,18.93
1836-04-11,18.93
1836-04-12,18.93
1836-04-13,18.93
1836-04-14,18.93
1836-04-15,18.93
1836-04-16,18.93
1836-04-17,18.93
1836-04-18,18.93
1836-04-19,18.93
1836-04-20,18.93
1836-04-21,18.93
1836-04-22,18.93
1836-04-23,18.93
1836-04-24,18.93
1836-04-25,18.93
1836-04-26,18.93
1836-04-27,18.93
1836-04-28,18.93
1836-04-29,18.93
1836-04-30,18.93
1836-05-01,18.93
1836-05-02,18.93
1836-05-03,18.93
1836-05-04,18.93
1836-05-05,18.93
1836-05-06,18.93
1836-05-07,18.93
1836-05-08,18.93
1836-05-09,18.93
1836-05-10,18.93
1836-05-11,18.93
1836-05-12,18.93
1836-05-13,18.93
1836-05-14,18.93
1836-05-15,18.93
1836-05-16,18.93
1836-05-17,18.93
1836-05-18,18.93
1836-05-19,18.93
1836-05-20,18.93
1836-05-21,18.93
1836-05-22,18.93
1836-05-23,18.93
1836-05-24,18.93
1836-05-25,18.93
1836-05-26,18.93
1836-05-27,18.93
1836-05-28,18.93
1836-05-29,18.93
1836-05-30,18.93
1836-05-31,18.93
1836-06-01,18.93
1836-06-02,18.93
1836-06-03,18.93
1836-06-04,18.93
1836-06-05,18.93
1836-06-06,18.93
1836-06-07,18.93
1836-06-08,18.93
1836-06-09,18.93
1836-06-10,18.93
1836-06-11,18.93
1836-06-12,18.93
1836-06-13,18.93
1836-06-14,18.93
1836-06-15,18.93
1836-06-16,18.93
1836-06-17,18.93
1836-06-18,18.93
1836-06-19,18.93
1836-06-20,18.93
1836-06-21,18.93
1836-06-22,18.93
1836-06-23,18.93
1836-06-24,18.93
